Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:50:52.098000,BOT,77,0 days 00:01:37.206000,48.0,4.0,,,0 days 00:00:34.903000,0 days 00:00:43.463000,0 days 00:00:18.840000,0 days 02:49:49.856000,0 days 02:50:33.319000,0 days 02:50:52.159000,277.0,298.0,256.0,297.0,False,HARD,26.0,True,Kick Sauber,0 days 02:49:14.892000,,1,14.0,,,False,True
0 days 02:52:29.042000,BOT,77,0 days 00:01:36.944000,49.0,4.0,,,0 days 00:00:34.930000,0 days 00:00:43.286000,0 days 00:00:18.728000,0 days 02:51:27.089000,0 days 02:52:10.375000,0 days 02:52:29.103000,277.0,299.0,260.0,301.0,False,HARD,27.0,True,Kick Sauber,0 days 02:50:52.098000,,1,14.0,,,False,True
0 days 02:54:08.237000,BOT,77,0 days 00:01:39.195000,50.0,4.0,,,0 days 00:00:34.838000,0 days 00:00:43.645000,0 days 00:00:20.712000,0 days 02:53:03.941000,0 days 02:53:47.586000,0 days 02:54:08.298000,279.0,300.0,259.0,301.0,False,HARD,28.0,True,Kick Sauber,0 days 02:52:29.042000,,1,14.0,,,False,True
0 days 02:55:45.393000,BOT,77,0 days 00:01:37.156000,51.0,4.0,,,0 days 00:00:34.963000,0 days 00:00:43.492000,0 days 00:00:18.701000,0 days 02:54:43.261000,0 days 02:55:26.753000,0 days 02:55:45.454000,279.0,300.0,255.0,300.0,False,HARD,29.0,True,Kick Sauber,0 days 02:54:08.237000,,1,14.0,,,False,True
0 days 02:57:23.120000,BOT,77,0 days 00:01:37.727000,52.0,4.0,,,0 days 00:00:35.035000,0 days 00:00:43.644000,0 days 00:00:19.048000,0 days 02:56:20.489000,0 days 02:57:04.133000,0 days 02:57:23.181000,278.0,300.0,255.0,302.0,False,HARD,30.0,True,Kick Sauber,0 days 02:55:45.393000,,1,14.0,,,False,True
0 days 01:05:31.019000,OCO,31,0 days 00:02:50.167000,1.0,1.0,,0 days 01:05:27.302000,,0 days 00:01:24.316000,0 days 00:00:45.396000,,0 days 01:04:45.718000,0 days 01:05:31.092000,259.0,177.0,,115.0,False,SOFT,1.0,True,Alpine,0 days 01:02:40.422000,,125,13.0,,,False,False
0 days 01:34:02.437000,OCO,31,,2.0,2.0,0 days 01:31:53.245000,,,0 days 00:00:47.170000,0 days 00:00:47.248000,,0 days 01:33:15.356000,0 days 01:34:02.556000,261.0,270.0,42.0,270.0,False,HARD,1.0,True,Alpine,0 days 01:30:58.774000,,1,12.0,,,False,False
0 days 01:36:22.674000,OCO,31,0 days 00:02:20.237000,3.0,2.0,,,0 days 00:01:16.397000,0 days 00:00:44.751000,0 days 00:00:19.089000,0 days 01:35:18.907000,0 days 01:36:03.658000,0 days 01:36:22.747000,273.0,299.0,255.0,302.0,True,HARD,2.0,True,Alpine,0 days 01:34:02.437000,,1,11.0,,,False,True
0 days 01:38:02.215000,OCO,31,0 days 00:01:39.541000,4.0,2.0,,,0 days 00:00:36.369000,0 days 00:00:44.208000,0 days 00:00:18.964000,0 days 01:36:59.116000,0 days 01:37:43.324000,0 days 01:38:02.288000,273.0,299.0,254.0,300.0,True,HARD,3.0,True,Alpine,0 days 01:36:22.674000,,1,11.0,,,False,True
0 days 01:39:42.296000,OCO,31,0 days 00:01:40.081000,5.0,2.0,,,0 days 00:00:36.454000,0 days 00:00:44.473000,0 days 00:00:19.154000,0 days 01:38:38.742000,0 days 01:39:23.215000,0 days 01:39:42.369000,273.0,300.0,254.0,302.0,False,HARD,4.0,True,Alpine,0 days 01:38:02.215000,,1,12.0,,,False,True
0 days 01:41:22.792000,OCO,31,0 days 00:01:40.496000,6.0,2.0,,,0 days 00:00:36.780000,0 days 00:00:44.623000,0 days 00:00:19.093000,0 days 01:40:19.149000,0 days 01:41:03.772000,0 days 01:41:22.865000,271.0,299.0,253.0,300.0,False,HARD,5.0,True,Alpine,0 days 01:39:42.296000,,1,13.0,,,False,True
0 days 01:43:02.536000,OCO,31,0 days 00:01:39.744000,7.0,2.0,,,0 days 00:00:36.288000,0 days 00:00:44.462000,0 days 00:00:18.994000,0 days 01:41:59.153000,0 days 01:42:43.615000,0 days 01:43:02.609000,269.0,298.0,254.0,298.0,False,HARD,6.0,True,Alpine,0 days 01:41:22.792000,,1,12.0,,,False,True
0 days 01:44:42.545000,OCO,31,0 days 00:01:40.009000,8.0,2.0,,,0 days 00:00:36.225000,0 days 00:00:44.638000,0 days 00:00:19.146000,0 days 01:43:38.834000,0 days 01:44:23.472000,0 days 01:44:42.618000,269.0,297.0,253.0,296.0,False,HARD,7.0,True,Alpine,0 days 01:43:02.536000,,1,11.0,,,False,True
0 days 01:46:22.839000,OCO,31,0 days 00:01:40.294000,9.0,2.0,,,0 days 00:00:36.268000,0 days 00:00:44.745000,0 days 00:00:19.281000,0 days 01:45:18.886000,0 days 01:46:03.631000,0 days 01:46:22.912000,270.0,296.0,252.0,294.0,False,HARD,8.0,True,Alpine,0 days 01:44:42.545000,,1,11.0,,,False,True
0 days 01:48:03.154000,OCO,31,0 days 00:01:40.315000,10.0,2.0,,,0 days 00:00:36.333000,0 days 00:00:44.822000,0 days 00:00:19.160000,0 days 01:46:59.245000,0 days 01:47:44.067000,0 days 01:48:03.227000,271.0,297.0,252.0,295.0,False,HARD,9.0,True,Alpine,0 days 01:46:22.839000,,1,11.0,,,False,True
0 days 01:49:43.525000,OCO,31,0 days 00:01:40.371000,11.0,2.0,,,0 days 00:00:36.426000,0 days 00:00:44.729000,0 days 00:00:19.216000,0 days 01:48:39.653000,0 days 01:49:24.382000,0 days 01:49:43.598000,271.0,294.0,252.0,294.0,False,HARD,10.0,True,Alpine,0 days 01:48:03.154000,,1,11.0,,,False,True
0 days 01:51:24.085000,OCO,31,0 days 00:01:40.560000,12.0,2.0,,,0 days 00:00:36.536000,0 days 00:00:44.765000,0 days 00:00:19.259000,0 days 01:50:20.134000,0 days 01:51:04.899000,0 days 01:51:24.158000,271.0,295.0,253.0,295.0,False,HARD,11.0,True,Alpine,0 days 01:49:43.525000,,1,11.0,,,False,True
0 days 01:53:05.426000,OCO,31,0 days 00:01:41.341000,13.0,2.0,,,0 days 00:00:37.253000,0 days 00:00:44.865000,0 days 00:00:19.223000,0 days 01:52:01.411000,0 days 01:52:46.276000,0 days 01:53:05.499000,271.0,297.0,254.0,297.0,False,HARD,12.0,True,Alpine,0 days 01:51:24.085000,,1,10.0,,,False,True
0 days 01:54:46.213000,OCO,31,0 days 00:01:40.787000,14.0,2.0,,,0 days 00:00:36.925000,0 days 00:00:44.652000,0 days 00:00:19.210000,0 days 01:53:42.424000,0 days 01:54:27.076000,0 days 01:54:46.286000,273.0,298.0,254.0,300.0,False,HARD,13.0,True,Alpine,0 days 01:53:05.426000,,1,11.0,,,False,True
0 days 01:56:27.174000,OCO,31,0 days 00:01:40.961000,15.0,2.0,,,0 days 00:00:37.115000,0 days 00:00:44.645000,0 days 00:00:19.201000,0 days 01:55:23.401000,0 days 01:56:08.046000,0 days 01:56:27.247000,272.0,300.0,254.0,301.0,False,HARD,14.0,True,Alpine,0 days 01:54:46.213000,,1,12.0,,,False,True
0 days 01:58:07.866000,OCO,31,0 days 00:01:40.692000,16.0,2.0,,,0 days 00:00:37.008000,0 days 00:00:44.508000,0 days 00:00:19.176000,0 days 01:57:04.255000,0 days 01:57:48.763000,0 days 01:58:07.939000,272.0,301.0,254.0,300.0,False,HARD,15.0,True,Alpine,0 days 01:56:27.174000,,1,13.0,,,False,True
0 days 01:59:48.795000,OCO,31,0 days 00:01:40.929000,17.0,2.0,,,0 days 00:00:36.929000,0 days 00:00:44.763000,0 days 00:00:19.237000,0 days 01:58:44.868000,0 days 01:59:29.631000,0 days 01:59:48.868000,274.0,301.0,254.0,298.0,False,HARD,16.0,True,Alpine,0 days 01:58:07.866000,,1,15.0,,,False,True
0 days 02:01:29.532000,OCO,31,0 days 00:01:40.737000,18.0,2.0,,,0 days 00:00:37.084000,0 days 00:00:44.553000,0 days 00:00:19.100000,0 days 02:00:25.952000,0 days 02:01:10.505000,0 days 02:01:29.605000,272.0,301.0,253.0,300.0,False,HARD,17.0,True,Alpine,0 days 01:59:48.795000,,1,16.0,,,False,True
0 days 02:03:11.815000,OCO,31,0 days 00:01:42.283000,19.0,2.0,,0 days 02:03:10.664000,0 days 00:00:36.254000,0 days 00:00:44.342000,0 days 00:00:21.687000,0 days 02:02:05.859000,0 days 02:02:50.201000,0 days 02:03:11.888000,271.0,300.0,,297.0,False,HARD,18.0,True,Alpine,0 days 02:01:29.532000,,1,16.0,,,False,False
0 days 02:05:10.190000,OCO,31,0 days 00:01:58.375000,20.0,3.0,0 days 02:03:33.869000,,0 days 00:00:55.949000,0 days 00:00:43.653000,0 days 00:00:18.773000,0 days 02:04:07.837000,0 days 02:04:51.490000,0 days 02:05:10.263000,272.0,296.0,255.0,292.0,False,HARD,1.0,True,Alpine,0 days 02:03:11.815000,,1,16.0,,,False,False
0 days 02:06:47.906000,OCO,31,0 days 00:01:37.716000,21.0,3.0,,,0 days 00:00:35.355000,0 days 00:00:43.590000,0 days 00:00:18.771000,0 days 02:05:45.618000,0 days 02:06:29.208000,0 days 02:06:47.979000,273.0,296.0,256.0,292.0,True,HARD,2.0,True,Alpine,0 days 02:05:10.190000,,1,16.0,,,False,True
0 days 02:08:25.681000,OCO,31,0 days 00:01:37.775000,22.0,3.0,,,0 days 00:00:35.349000,0 days 00:00:43.541000,0 days 00:00:18.885000,0 days 02:07:23.328000,0 days 02:08:06.869000,0 days 02:08:25.754000,272.0,296.0,255.0,292.0,False,HARD,3.0,True,Alpine,0 days 02:06:47.906000,,1,16.0,,,False,True
0 days 02:10:04.900000,OCO,31,0 days 00:01:39.219000,23.0,3.0,,,0 days 00:00:36.493000,0 days 00:00:43.786000,0 days 00:00:18.940000,0 days 02:09:02.247000,0 days 02:09:46.033000,0 days 02:10:04.973000,273.0,299.0,257.0,297.0,False,HARD,4.0,True,Alpine,0 days 02:08:25.681000,,1,13.0,,,False,True
0 days 02:11:43.824000,OCO,31,0 days 00:01:38.924000,24.0,3.0,,,0 days 00:00:36.307000,0 days 00:00:43.744000,0 days 00:00:18.873000,0 days 02:10:41.280000,0 days 02:11:25.024000,0 days 02:11:43.897000,273.0,301.0,256.0,298.0,False,HARD,5.0,True,Alpine,0 days 02:10:04.900000,,1,14.0,,,False,True
0 days 02:13:22.908000,OCO,31,0 days 00:01:39.084000,25.0,3.0,,,0 days 00:00:36.212000,0 days 00:00:43.955000,0 days 00:00:18.917000,0 days 02:12:20.109000,0 days 02:13:04.064000,0 days 02:13:22.981000,273.0,300.0,256.0,298.0,False,HARD,6.0,True,Alpine,0 days 02:11:43.824000,,1,15.0,,,False,True
0 days 02:15:01.519000,OCO,31,0 days 00:01:38.611000,26.0,3.0,,,0 days 00:00:35.898000,0 days 00:00:43.795000,0 days 00:00:18.918000,0 days 02:13:58.879000,0 days 02:14:42.674000,0 days 02:15:01.592000,273.0,299.0,255.0,296.0,False,HARD,7.0,True,Alpine,0 days 02:13:22.908000,,1,15.0,,,False,True
0 days 02:16:40.462000,OCO,31,0 days 00:01:38.943000,27.0,3.0,,,0 days 00:00:36.166000,0 days 00:00:43.859000,0 days 00:00:18.918000,0 days 02:15:37.758000,0 days 02:16:21.617000,0 days 02:16:40.535000,273.0,301.0,256.0,297.0,False,HARD,8.0,True,Alpine,0 days 02:15:01.519000,,1,16.0,,,False,True
0 days 02:18:19.074000,OCO,31,0 days 00:01:38.612000,28.0,3.0,,,0 days 00:00:35.712000,0 days 00:00:43.966000,0 days 00:00:18.934000,0 days 02:17:16.247000,0 days 02:18:00.213000,0 days 02:18:19.147000,274.0,300.0,254.0,298.0,False,HARD,9.0,True,Alpine,0 days 02:16:40.462000,,1,16.0,,,False,True
0 days 02:19:57.776000,OCO,31,0 days 00:01:38.702000,29.0,3.0,,,0 days 00:00:35.779000,0 days 00:00:43.978000,0 days 00:00:18.945000,0 days 02:18:54.926000,0 days 02:19:38.904000,0 days 02:19:57.849000,274.0,299.0,255.0,297.0,False,HARD,10.0,True,Alpine,0 days 02:18:19.074000,,1,16.0,,,False,True
0 days 02:21:36.275000,OCO,31,0 days 00:01:38.499000,30.0,3.0,,,0 days 00:00:35.656000,0 days 00:00:43.933000,0 days 00:00:18.910000,0 days 02:20:33.505000,0 days 02:21:17.438000,0 days 02:21:36.348000,274.0,299.0,255.0,297.0,False,HARD,11.0,True,Alpine,0 days 02:19:57.776000,,1,16.0,,,False,True
0 days 02:23:14.937000,OCO,31,0 days 00:01:38.662000,31.0,3.0,,,0 days 00:00:35.716000,0 days 00:00:43.980000,0 days 00:00:18.966000,0 days 02:22:12.064000,0 days 02:22:56.044000,0 days 02:23:15.010000,273.0,299.0,255.0,299.0,False,HARD,12.0,True,Alpine,0 days 02:21:36.275000,,1,16.0,,,False,True
0 days 02:24:53.303000,OCO,31,0 days 00:01:38.366000,32.0,3.0,,,0 days 00:00:35.533000,0 days 00:00:43.946000,0 days 00:00:18.887000,0 days 02:23:50.543000,0 days 02:24:34.489000,0 days 02:24:53.376000,274.0,299.0,255.0,298.0,False,HARD,13.0,True,Alpine,0 days 02:23:14.937000,,1,16.0,,,False,True
0 days 02:26:34.067000,OCO,31,0 days 00:01:40.764000,33.0,3.0,,0 days 02:26:32.887000,0 days 00:00:35.559000,0 days 00:00:43.754000,0 days 00:00:21.451000,0 days 02:25:28.935000,0 days 02:26:12.689000,0 days 02:26:34.140000,274.0,298.0,,298.0,False,HARD,14.0,True,Alpine,0 days 02:24:53.303000,,1,16.0,,,False,False
0 days 02:28:31.898000,OCO,31,0 days 00:01:57.831000,34.0,4.0,0 days 02:26:56.952000,,0 days 00:00:55.964000,0 days 00:00:43.297000,0 days 00:00:18.570000,0 days 02:27:30.104000,0 days 02:28:13.401000,0 days 02:28:31.971000,275.0,298.0,258.0,295.0,False,MEDIUM,1.0,True,Alpine,0 days 02:26:34.067000,,1,16.0,,,False,False
0 days 02:30:09.024000,OCO,31,0 days 00:01:37.126000,35.0,4.0,,,0 days 00:00:35.156000,0 days 00:00:43.358000,0 days 00:00:18.612000,0 days 02:29:07.127000,0 days 02:29:50.485000,0 days 02:30:09.097000,274.0,300.0,258.0,295.0,True,MEDIUM,2.0,True,Alpine,0 days 02:28:31.898000,,1,16.0,,,False,True
0 days 02:31:46.007000,OCO,31,0 days 00:01:36.983000,36.0,4.0,,,0 days 00:00:35.117000,0 days 00:00:43.291000,0 days 00:00:18.575000,0 days 02:30:44.214000,0 days 02:31:27.505000,0 days 02:31:46.080000,275.0,299.0,258.0,297.0,True,MEDIUM,3.0,True,Alpine,0 days 02:30:09.024000,,1,16.0,,,False,True
0 days 02:33:24.770000,OCO,31,0 days 00:01:38.763000,37.0,4.0,,,0 days 00:00:35.182000,0 days 00:00:44.096000,0 days 00:00:19.485000,0 days 02:32:21.262000,0 days 02:33:05.358000,0 days 02:33:24.843000,274.0,279.0,262.0,283.0,False,MEDIUM,4.0,True,Alpine,0 days 02:31:46.007000,,1,16.0,,,False,True
0 days 02:35:01.484000,OCO,31,0 days 00:01:36.714000,38.0,4.0,,,0 days 00:00:34.880000,0 days 00:00:43.199000,0 days 00:00:18.635000,0 days 02:33:59.723000,0 days 02:34:42.922000,0 days 02:35:01.557000,280.0,301.0,256.0,301.0,True,MEDIUM,5.0,True,Alpine,0 days 02:33:24.770000,,1,16.0,,,False,True
0 days 02:36:38.542000,OCO,31,0 days 00:01:37.058000,39.0,4.0,,,0 days 00:00:34.945000,0 days 00:00:43.411000,0 days 00:00:18.702000,0 days 02:35:36.502000,0 days 02:36:19.913000,0 days 02:36:38.615000,277.0,300.0,257.0,299.0,False,MEDIUM,6.0,True,Alpine,0 days 02:35:01.484000,,1,16.0,,,False,True
0 days 02:38:16.122000,OCO,31,0 days 00:01:37.580000,40.0,4.0,,,0 days 00:00:35.037000,0 days 00:00:43.406000,0 days 00:00:19.137000,0 days 02:37:13.652000,0 days 02:37:57.058000,0 days 02:38:16.195000,276.0,300.0,239.0,290.0,False,MEDIUM,7.0,True,Alpine,0 days 02:36:38.542000,,1,16.0,,,False,True
0 days 02:39:55.130000,OCO,31,0 days 00:01:39.008000,41.0,4.0,,,0 days 00:00:36.091000,0 days 00:00:44.241000,0 days 00:00:18.676000,0 days 02:38:52.286000,0 days 02:39:36.527000,0 days 02:39:55.203000,276.0,300.0,258.0,298.0,False,MEDIUM,8.0,True,Alpine,0 days 02:38:16.122000,,12,15.0,,,False,True
0 days 02:41:32.259000,OCO,31,0 days 00:01:37.129000,42.0,4.0,,,0 days 00:00:34.865000,0 days 00:00:43.459000,0 days 00:00:18.805000,0 days 02:40:30.068000,0 days 02:41:13.527000,0 days 02:41:32.332000,278.0,300.0,256.0,299.0,False,MEDIUM,9.0,True,Alpine,0 days 02:39:55.130000,,1,15.0,,,False,True
0 days 02:43:09.737000,OCO,31,0 days 00:01:37.478000,43.0,4.0,,,0 days 00:00:35.112000,0 days 00:00:43.498000,0 days 00:00:18.868000,0 days 02:42:07.444000,0 days 02:42:50.942000,0 days 02:43:09.810000,275.0,300.0,248.0,297.0,False,MEDIUM,10.0,True,Alpine,0 days 02:41:32.259000,,1,15.0,,,False,True
0 days 02:44:50.698000,OCO,31,0 days 00:01:40.961000,44.0,4.0,,,0 days 00:00:37.447000,0 days 00:00:44.739000,0 days 00:00:18.775000,0 days 02:43:47.257000,0 days 02:44:31.996000,0 days 02:44:50.771000,275.0,304.0,261.0,302.0,False,MEDIUM,11.0,True,Alpine,0 days 02:43:09.737000,,1,15.0,,,False,True
0 days 02:46:27.681000,OCO,31,0 days 00:01:36.983000,45.0,4.0,,,0 days 00:00:34.933000,0 days 00:00:43.237000,0 days 00:00:18.813000,0 days 02:45:25.704000,0 days 02:46:08.941000,0 days 02:46:27.754000,279.0,301.0,259.0,302.0,False,MEDIUM,12.0,True,Alpine,0 days 02:44:50.698000,,1,15.0,,,False,True
0 days 02:48:04.772000,OCO,31,0 days 00:01:37.091000,46.0,4.0,,,0 days 00:00:35.059000,0 days 00:00:43.245000,0 days 00:00:18.787000,0 days 02:47:02.813000,0 days 02:47:46.058000,0 days 02:48:04.845000,277.0,301.0,257.0,300.0,False,MEDIUM,13.0,True,Alpine,0 days 02:46:27.681000,,1,15.0,,,False,True
0 days 02:49:42.153000,OCO,31,0 days 00:01:37.381000,47.0,4.0,,,0 days 00:00:35.056000,0 days 00:00:43.458000,0 days 00:00:18.867000,0 days 02:48:39.901000,0 days 02:49:23.359000,0 days 02:49:42.226000,276.0,300.0,257.0,299.0,False,MEDIUM,14.0,True,Alpine,0 days 02:48:04.772000,,1,15.0,,,False,True
0 days 02:51:18.989000,OCO,31,0 days 00:01:36.836000,48.0,4.0,,,0 days 00:00:34.810000,0 days 00:00:43.239000,0 days 00:00:18.787000,0 days 02:50:17.036000,0 days 02:51:00.275000,0 days 02:51:19.062000,275.0,300.0,257.0,298.0,False,MEDIUM,15.0,True,Alpine,0 days 02:49:42.153000,,1,15.0,,,False,True
0 days 02:52:55.680000,OCO,31,0 days 00:01:36.691000,49.0,4.0,,,0 days 00:00:34.735000,0 days 00:00:43.248000,0 days 00:00:18.708000,0 days 02:51:53.797000,0 days 02:52:37.045000,0 days 02:52:55.753000,276.0,300.0,257.0,297.0,True,MEDIUM,16.0,True,Alpine,0 days 02:51:18.989000,,1,15.0,,,False,True
0 days 02:54:32.316000,OCO,31,0 days 00:01:36.636000,50.0,4.0,,,0 days 00:00:34.620000,0 days 00:00:43.263000,0 days 00:00:18.753000,0 days 02:53:30.373000,0 days 02:54:13.636000,0 days 02:54:32.389000,276.0,301.0,257.0,298.0,True,MEDIUM,17.0,True,Alpine,0 days 02:52:55.680000,,1,15.0,,,False,True
0 days 02:56:09.147000,OCO,31,0 days 00:01:36.831000,51.0,4.0,,,0 days 00:00:34.767000,0 days 00:00:43.263000,0 days 00:00:18.801000,0 days 02:55:07.156000,0 days 02:55:50.419000,0 days 02:56:09.220000,275.0,301.0,257.0,298.0,False,MEDIUM,18.0,True,Alpine,0 days 02:54:32.316000,,1,15.0,,,False,True
0 days 02:57:45.379000,OCO,31,0 days 00:01:36.232000,52.0,4.0,,,0 days 00:00:34.512000,0 days 00:00:42.973000,0 days 00:00:18.747000,0 days 02:56:43.732000,0 days 02:57:26.705000,0 days 02:57:45.452000,275.0,300.0,257.0,300.0,True,MEDIUM,19.0,True,Alpine,0 days 02:56:09.147000,,1,15.0,,,False,True
0 days 01:05:33.918000,GAS,10,0 days 00:02:53.223000,1.0,1.0,,0 days 01:05:29.811000,,0 days 00:01:25.099000,0 days 00:00:47.334000,,0 days 01:04:46.647000,0 days 01:05:34.117000,275.0,187.0,,123.0,False,SOFT,1.0,True,Alpine,0 days 01:02:40.422000,,125,14.0,,,False,False
0 days 01:34:05.610000,GAS,10,,2.0,2.0,0 days 01:31:56.442000,,,0 days 00:00:48.342000,0 days 00:00:45.231000,,0 days 01:33:20.484000,0 days 01:34:05.673000,261.0,273.0,38.0,277.0,False,HARD,1.0,True,Alpine,0 days 01:30:58.774000,,1,13.0,,,False,False
0 days 01:36:23.972000,GAS,10,0 days 00:02:18.362000,3.0,2.0,,,0 days 00:01:14.063000,0 days 00:00:45.103000,0 days 00:00:19.196000,0 days 01:35:19.736000,0 days 01:36:04.839000,0 days 01:36:24.035000,273.0,300.0,257.0,298.0,True,HARD,2.0,True,Alpine,0 days 01:34:05.610000,,1,14.0,,,False,True
0 days 01:38:03.897000,GAS,10,0 days 00:01:39.925000,4.0,2.0,,,0 days 00:00:36.680000,0 days 00:00:44.410000,0 days 00:00:18.835000,0 days 01:37:00.715000,0 days 01:37:45.125000,0 days 01:38:03.960000,271.0,301.0,260.0,296.0,True,HARD,3.0,True,Alpine,0 days 01:36:23.972000,,1,14.0,,,False,True
0 days 01:39:43.370000,GAS,10,0 days 00:01:39.473000,5.0,2.0,,,0 days 00:00:36.122000,0 days 00:00:44.509000,0 days 00:00:18.842000,0 days 01:38:40.082000,0 days 01:39:24.591000,0 days 01:39:43.433000,274.0,301.0,255.0,304.0,True,HARD,4.0,True,Alpine,0 days 01:38:03.897000,,1,14.0,,,False,True
0 days 01:41:23.627000,GAS,10,0 days 00:01:40.257000,6.0,2.0,,,0 days 00:00:36.667000,0 days 00:00:44.516000,0 days 00:00:19.074000,0 days 01:40:20.100000,0 days 01:41:04.616000,0 days 01:41:23.690000,271.0,301.0,257.0,302.0,False,HARD,5.0,True,Alpine,0 days 01:39:43.370000,,1,14.0,,,False,True
0 days 01:43:03.875000,GAS,10,0 days 00:01:40.248000,7.0,2.0,,,0 days 00:00:36.461000,0 days 00:00:44.726000,0 days 00:00:19.061000,0 days 01:42:00.151000,0 days 01:42:44.877000,0 days 01:43:03.938000,270.0,300.0,253.0,300.0,False,HARD,6.0,True,Alpine,0 days 01:41:23.627000,,1,13.0,,,False,True
0 days 01:44:45.238000,GAS,10,0 days 00:01:41.363000,8.0,2.0,,,0 days 00:00:37.525000,0 days 00:00:44.759000,0 days 00:00:19.079000,0 days 01:43:41.463000,0 days 01:44:26.222000,0 days 01:44:45.301000,269.0,300.0,253.0,300.0,False,HARD,7.0,True,Alpine,0 days 01:43:03.875000,,1,13.0,,,False,True
0 days 01:46:26.018000,GAS,10,0 days 00:01:40.780000,9.0,2.0,,,0 days 00:00:36.840000,0 days 00:00:44.704000,0 days 00:00:19.236000,0 days 01:45:22.141000,0 days 01:46:06.845000,0 days 01:46:26.081000,270.0,299.0,253.0,299.0,False,HARD,8.0,True,Alpine,0 days 01:44:45.238000,,1,13.0,,,False,True
0 days 01:48:07.135000,GAS,10,0 days 00:01:41.117000,10.0,2.0,,,0 days 00:00:36.846000,0 days 00:00:44.878000,0 days 00:00:19.393000,0 days 01:47:02.927000,0 days 01:47:47.805000,0 days 01:48:07.198000,267.0,298.0,249.0,291.0,False,HARD,9.0,True,Alpine,0 days 01:46:26.018000,,1,13.0,,,False,True
0 days 01:49:48.763000,GAS,10,0 days 00:01:41.628000,11.0,2.0,,,0 days 00:00:37.365000,0 days 00:00:45.056000,0 days 00:00:19.207000,0 days 01:48:44.563000,0 days 01:49:29.619000,0 days 01:49:48.826000,271.0,298.0,252.0,298.0,False,HARD,10.0,True,Alpine,0 days 01:48:07.135000,,1,14.0,,,False,True
0 days 01:51:29.870000,GAS,10,0 days 00:01:41.107000,12.0,2.0,,,0 days 00:00:36.798000,0 days 00:00:45.061000,0 days 00:00:19.248000,0 days 01:50:25.624000,0 days 01:51:10.685000,0 days 01:51:29.933000,270.0,297.0,254.0,300.0,False,HARD,11.0,True,Alpine,0 days 01:49:48.763000,,1,14.0,,,False,True
0 days 01:53:12.345000,GAS,10,0 days 00:01:42.475000,13.0,2.0,,,0 days 00:00:37.619000,0 days 00:00:45.216000,0 days 00:00:19.640000,0 days 01:52:07.552000,0 days 01:52:52.768000,0 days 01:53:12.408000,273.0,298.0,250.0,300.0,False,HARD,12.0,True,Alpine,0 days 01:51:29.870000,,1,15.0,,,False,True
0 days 01:54:54.118000,GAS,10,0 days 00:01:41.773000,14.0,2.0,,,0 days 00:00:37.405000,0 days 00:00:45.186000,0 days 00:00:19.182000,0 days 01:53:49.813000,0 days 01:54:34.999000,0 days 01:54:54.181000,272.0,297.0,253.0,299.0,False,HARD,13.0,True,Alpine,0 days 01:53:12.345000,,1,17.0,,,False,True
0 days 01:56:35.498000,GAS,10,0 days 00:01:41.380000,15.0,2.0,,,0 days 00:00:37.047000,0 days 00:00:45.092000,0 days 00:00:19.241000,0 days 01:55:31.228000,0 days 01:56:16.320000,0 days 01:56:35.561000,271.0,298.0,252.0,300.0,False,HARD,14.0,True,Alpine,0 days 01:54:54.118000,,1,17.0,,,False,True
0 days 01:58:18.974000,GAS,10,0 days 00:01:43.476000,16.0,2.0,,0 days 01:58:17.780000,0 days 00:00:36.884000,0 days 00:00:44.836000,0 days 00:00:21.756000,0 days 01:57:12.445000,0 days 01:57:57.281000,0 days 01:58:19.037000,271.0,298.0,,296.0,False,HARD,15.0,True,Alpine,0 days 01:56:35.498000,,1,17.0,,,False,False
0 days 02:00:17.706000,GAS,10,0 days 00:01:58.732000,17.0,3.0,0 days 01:58:41.596000,,0 days 00:00:56.331000,0 days 00:00:43.543000,0 days 00:00:18.858000,0 days 01:59:15.368000,0 days 01:59:58.911000,0 days 02:00:17.769000,274.0,295.0,255.0,297.0,False,MEDIUM,1.0,True,Alpine,0 days 01:58:18.974000,,1,17.0,,,False,False
0 days 02:01:56.080000,GAS,10,0 days 00:01:38.374000,18.0,3.0,,,0 days 00:00:35.683000,0 days 00:00:43.868000,0 days 00:00:18.823000,0 days 02:00:53.452000,0 days 02:01:37.320000,0 days 02:01:56.143000,273.0,297.0,255.0,295.0,True,MEDIUM,2.0,True,Alpine,0 days 02:00:17.706000,,1,17.0,,,False,True
0 days 02:03:34.679000,GAS,10,0 days 00:01:38.599000,19.0,3.0,,,0 days 00:00:35.764000,0 days 00:00:43.918000,0 days 00:00:18.917000,0 days 02:02:31.907000,0 days 02:03:15.825000,0 days 02:03:34.742000,272.0,298.0,254.0,294.0,False,MEDIUM,3.0,True,Alpine,0 days 02:01:56.080000,,1,17.0,,,False,True
