Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:48:44.939000,HAM,44,0 days 00:01:33.985000,27.0,2.0,,,0 days 00:00:35.029000,0 days 00:00:29.402000,0 days 00:00:29.554000,0 days 01:47:46.083000,0 days 01:48:15.485000,0 days 01:48:45.039000,289.0,320.0,305.0,324.0,True,MEDIUM,9.0,True,Mercedes,0 days 01:47:10.954000,,1,5.0,,,False,True
0 days 01:50:19.173000,HAM,44,0 days 00:01:34.234000,28.0,2.0,,,0 days 00:00:35.118000,0 days 00:00:29.541000,0 days 00:00:29.575000,0 days 01:49:20.157000,0 days 01:49:49.698000,0 days 01:50:19.273000,286.0,316.0,304.0,321.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:48:44.939000,,1,5.0,,,False,True
0 days 01:51:53.359000,HAM,44,0 days 00:01:34.186000,29.0,2.0,,,0 days 00:00:34.887000,0 days 00:00:29.487000,0 days 00:00:29.812000,0 days 01:50:54.160000,0 days 01:51:23.647000,0 days 01:51:53.459000,286.0,303.0,294.0,305.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:50:19.173000,,1,5.0,,,False,True
0 days 01:53:27.806000,HAM,44,0 days 00:01:34.447000,30.0,2.0,,,0 days 00:00:35.012000,0 days 00:00:29.603000,0 days 00:00:29.832000,0 days 01:52:28.471000,0 days 01:52:58.074000,0 days 01:53:27.906000,287.0,301.0,295.0,303.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:51:53.359000,,1,5.0,,,False,True
0 days 01:55:01.652000,HAM,44,0 days 00:01:33.846000,31.0,2.0,,,0 days 00:00:34.637000,0 days 00:00:29.429000,0 days 00:00:29.780000,0 days 01:54:02.543000,0 days 01:54:31.972000,0 days 01:55:01.752000,286.0,306.0,295.0,304.0,True,MEDIUM,13.0,True,Mercedes,0 days 01:53:27.806000,,1,5.0,,,False,True
0 days 01:56:35.723000,HAM,44,0 days 00:01:34.071000,32.0,2.0,,,0 days 00:00:34.726000,0 days 00:00:29.598000,0 days 00:00:29.747000,0 days 01:55:36.478000,0 days 01:56:06.076000,0 days 01:56:35.823000,286.0,303.0,294.0,304.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:55:01.652000,,1,5.0,,,False,True
0 days 01:58:09.597000,HAM,44,0 days 00:01:33.874000,33.0,2.0,,,0 days 00:00:34.799000,0 days 00:00:29.449000,0 days 00:00:29.626000,0 days 01:57:10.622000,0 days 01:57:40.071000,0 days 01:58:09.697000,286.0,306.0,294.0,305.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:56:35.723000,,1,5.0,,,False,True
0 days 01:59:43.461000,HAM,44,0 days 00:01:33.864000,34.0,2.0,,,0 days 00:00:34.579000,0 days 00:00:29.516000,0 days 00:00:29.769000,0 days 01:58:44.276000,0 days 01:59:13.792000,0 days 01:59:43.561000,286.0,306.0,295.0,304.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:58:09.597000,,1,5.0,,,False,True
0 days 02:01:17.348000,HAM,44,0 days 00:01:33.887000,35.0,2.0,,,0 days 00:00:34.653000,0 days 00:00:29.499000,0 days 00:00:29.735000,0 days 02:00:18.214000,0 days 02:00:47.713000,0 days 02:01:17.448000,285.0,307.0,293.0,304.0,False,MEDIUM,17.0,True,Mercedes,0 days 01:59:43.461000,,1,5.0,,,False,True
0 days 02:02:50.738000,HAM,44,0 days 00:01:33.390000,36.0,2.0,,,0 days 00:00:34.353000,0 days 00:00:29.411000,0 days 00:00:29.626000,0 days 02:01:51.801000,0 days 02:02:21.212000,0 days 02:02:50.838000,288.0,305.0,294.0,303.0,True,MEDIUM,18.0,True,Mercedes,0 days 02:01:17.348000,,1,5.0,,,False,True
0 days 02:04:24.363000,HAM,44,0 days 00:01:33.625000,37.0,2.0,,,0 days 00:00:34.300000,0 days 00:00:29.476000,0 days 00:00:29.849000,0 days 02:03:25.138000,0 days 02:03:54.614000,0 days 02:04:24.463000,288.0,302.0,296.0,305.0,False,MEDIUM,19.0,True,Mercedes,0 days 02:02:50.738000,,1,5.0,,,False,True
0 days 02:05:58.016000,HAM,44,0 days 00:01:33.653000,38.0,2.0,,,0 days 00:00:34.471000,0 days 00:00:29.423000,0 days 00:00:29.759000,0 days 02:04:58.934000,0 days 02:05:28.357000,0 days 02:05:58.116000,287.0,305.0,294.0,305.0,False,MEDIUM,20.0,True,Mercedes,0 days 02:04:24.363000,,1,5.0,,,False,True
0 days 02:07:31.399000,HAM,44,0 days 00:01:33.383000,39.0,2.0,,,0 days 00:00:34.304000,0 days 00:00:29.429000,0 days 00:00:29.650000,0 days 02:06:32.420000,0 days 02:07:01.849000,0 days 02:07:31.499000,286.0,305.0,293.0,304.0,True,MEDIUM,21.0,True,Mercedes,0 days 02:05:58.016000,,1,5.0,,,False,True
0 days 02:09:04.906000,HAM,44,0 days 00:01:33.507000,40.0,2.0,,,0 days 00:00:34.342000,0 days 00:00:29.468000,0 days 00:00:29.697000,0 days 02:08:05.841000,0 days 02:08:35.309000,0 days 02:09:05.006000,285.0,305.0,293.0,304.0,False,MEDIUM,22.0,True,Mercedes,0 days 02:07:31.399000,,1,5.0,,,False,True
0 days 02:10:38.126000,HAM,44,0 days 00:01:33.220000,41.0,2.0,,,0 days 00:00:34.246000,0 days 00:00:29.304000,0 days 00:00:29.670000,0 days 02:09:39.252000,0 days 02:10:08.556000,0 days 02:10:38.226000,287.0,307.0,295.0,305.0,True,MEDIUM,23.0,True,Mercedes,0 days 02:09:04.906000,,1,5.0,,,False,True
0 days 02:12:11.440000,HAM,44,0 days 00:01:33.314000,42.0,2.0,,,0 days 00:00:34.295000,0 days 00:00:29.309000,0 days 00:00:29.710000,0 days 02:11:12.521000,0 days 02:11:41.830000,0 days 02:12:11.540000,287.0,302.0,293.0,302.0,False,MEDIUM,24.0,True,Mercedes,0 days 02:10:38.126000,,1,5.0,,,False,True
0 days 02:13:44.451000,HAM,44,0 days 00:01:33.011000,43.0,2.0,,,0 days 00:00:34.199000,0 days 00:00:29.248000,0 days 00:00:29.564000,0 days 02:12:45.739000,0 days 02:13:14.987000,0 days 02:13:44.551000,288.0,306.0,295.0,304.0,True,MEDIUM,25.0,True,Mercedes,0 days 02:12:11.440000,,1,5.0,,,False,True
0 days 02:15:17.550000,HAM,44,0 days 00:01:33.099000,44.0,2.0,,,0 days 00:00:34.196000,0 days 00:00:29.277000,0 days 00:00:29.626000,0 days 02:14:18.747000,0 days 02:14:48.024000,0 days 02:15:17.650000,287.0,302.0,296.0,302.0,False,MEDIUM,26.0,True,Mercedes,0 days 02:13:44.451000,,1,5.0,,,False,True
0 days 02:16:50.604000,HAM,44,0 days 00:01:33.054000,45.0,2.0,,,0 days 00:00:34.154000,0 days 00:00:29.260000,0 days 00:00:29.640000,0 days 02:15:51.804000,0 days 02:16:21.064000,0 days 02:16:50.704000,288.0,301.0,295.0,305.0,False,MEDIUM,27.0,True,Mercedes,0 days 02:15:17.550000,,1,5.0,,,False,True
0 days 02:18:23.920000,HAM,44,0 days 00:01:33.316000,46.0,2.0,,,0 days 00:00:34.257000,0 days 00:00:29.363000,0 days 00:00:29.696000,0 days 02:17:24.961000,0 days 02:17:54.324000,0 days 02:18:24.020000,286.0,302.0,295.0,300.0,False,MEDIUM,28.0,True,Mercedes,0 days 02:16:50.604000,,1,5.0,,,False,True
0 days 02:19:56.861000,HAM,44,0 days 00:01:32.941000,47.0,2.0,,,0 days 00:00:34.026000,0 days 00:00:29.225000,0 days 00:00:29.690000,0 days 02:18:58.046000,0 days 02:19:27.271000,0 days 02:19:56.961000,288.0,306.0,295.0,303.0,True,MEDIUM,29.0,True,Mercedes,0 days 02:18:23.920000,,1,5.0,,,False,True
0 days 02:21:30.228000,HAM,44,0 days 00:01:33.367000,48.0,2.0,,,0 days 00:00:34.147000,0 days 00:00:29.442000,0 days 00:00:29.778000,0 days 02:20:31.108000,0 days 02:21:00.550000,0 days 02:21:30.328000,286.0,303.0,293.0,300.0,False,MEDIUM,30.0,True,Mercedes,0 days 02:19:56.861000,,1,5.0,,,False,True
0 days 02:23:03.765000,HAM,44,0 days 00:01:33.537000,49.0,2.0,,,0 days 00:00:34.370000,0 days 00:00:29.437000,0 days 00:00:29.730000,0 days 02:22:04.698000,0 days 02:22:34.135000,0 days 02:23:03.865000,285.0,306.0,295.0,302.0,False,MEDIUM,31.0,True,Mercedes,0 days 02:21:30.228000,,1,5.0,,,False,True
0 days 02:24:36.789000,HAM,44,0 days 00:01:33.024000,50.0,2.0,,,0 days 00:00:34.212000,0 days 00:00:29.210000,0 days 00:00:29.602000,0 days 02:23:38.077000,0 days 02:24:07.287000,0 days 02:24:36.889000,288.0,306.0,297.0,305.0,False,MEDIUM,32.0,True,Mercedes,0 days 02:23:03.765000,,1,5.0,,,False,True
0 days 01:04:30.209000,SAI,55,0 days 00:01:39.413000,1.0,1.0,,,,0 days 00:00:30.452000,0 days 00:00:30.407000,,0 days 01:03:59.974000,0 days 01:04:30.427000,281.0,301.0,295.0,312.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:02:50.632000,,1,5.0,,,False,False
0 days 01:06:06.792000,SAI,55,0 days 00:01:36.583000,2.0,1.0,,,0 days 00:00:36.252000,0 days 00:00:30.222000,0 days 00:00:30.109000,0 days 01:05:06.571000,0 days 01:05:36.793000,0 days 01:06:06.902000,283.0,302.0,293.0,310.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:04:30.209000,,1,5.0,,,False,True
0 days 01:07:42.146000,SAI,55,0 days 00:01:35.354000,3.0,1.0,,,0 days 00:00:35.683000,0 days 00:00:29.962000,0 days 00:00:29.709000,0 days 01:06:42.585000,0 days 01:07:12.547000,0 days 01:07:42.256000,281.0,316.0,306.0,326.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:06:06.792000,,1,5.0,,,False,True
0 days 01:09:17.574000,SAI,55,0 days 00:01:35.428000,4.0,1.0,,,0 days 00:00:35.562000,0 days 00:00:30.086000,0 days 00:00:29.780000,0 days 01:08:17.818000,0 days 01:08:47.904000,0 days 01:09:17.684000,281.0,317.0,306.0,325.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:07:42.146000,,1,5.0,,,False,True
0 days 01:10:53.007000,SAI,55,0 days 00:01:35.433000,5.0,1.0,,,0 days 00:00:35.789000,0 days 00:00:29.919000,0 days 00:00:29.725000,0 days 01:09:53.473000,0 days 01:10:23.392000,0 days 01:10:53.117000,283.0,318.0,306.0,328.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:09:17.574000,,1,5.0,,,False,True
0 days 01:12:28.674000,SAI,55,0 days 00:01:35.667000,6.0,1.0,,,0 days 00:00:35.778000,0 days 00:00:30.123000,0 days 00:00:29.766000,0 days 01:11:28.895000,0 days 01:11:59.018000,0 days 01:12:28.784000,281.0,317.0,306.0,328.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:10:53.007000,,1,5.0,,,False,True
0 days 01:14:03.890000,SAI,55,0 days 00:01:35.216000,7.0,1.0,,,0 days 00:00:35.490000,0 days 00:00:30.054000,0 days 00:00:29.672000,0 days 01:13:04.274000,0 days 01:13:34.328000,0 days 01:14:04,286.0,317.0,306.0,327.0,True,MEDIUM,7.0,True,Ferrari,0 days 01:12:28.674000,,1,5.0,,,False,True
0 days 01:15:39.211000,SAI,55,0 days 00:01:35.321000,8.0,1.0,,,0 days 00:00:35.571000,0 days 00:00:29.929000,0 days 00:00:29.821000,0 days 01:14:39.571000,0 days 01:15:09.500000,0 days 01:15:39.321000,283.0,316.0,306.0,333.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:14:03.890000,,1,5.0,,,False,True
0 days 01:17:15.589000,SAI,55,0 days 00:01:36.378000,9.0,1.0,,,0 days 00:00:36.227000,0 days 00:00:30.143000,0 days 00:00:30.008000,0 days 01:16:15.548000,0 days 01:16:45.691000,0 days 01:17:15.699000,278.0,312.0,304.0,322.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:15:39.211000,,1,5.0,,,False,True
0 days 01:18:51.645000,SAI,55,0 days 00:01:36.056000,10.0,1.0,,,0 days 00:00:35.619000,0 days 00:00:30.202000,0 days 00:00:30.235000,0 days 01:17:51.318000,0 days 01:18:21.520000,0 days 01:18:51.755000,279.0,299.0,294.0,305.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:17:15.589000,,1,5.0,,,False,True
0 days 01:20:27.487000,SAI,55,0 days 00:01:35.842000,11.0,1.0,,,0 days 00:00:35.408000,0 days 00:00:30.107000,0 days 00:00:30.327000,0 days 01:19:27.163000,0 days 01:19:57.270000,0 days 01:20:27.597000,282.0,300.0,295.0,304.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:18:51.645000,,1,5.0,,,False,True
0 days 01:22:03.431000,SAI,55,0 days 00:01:35.944000,12.0,1.0,,,0 days 00:00:35.558000,0 days 00:00:30.151000,0 days 00:00:30.235000,0 days 01:21:03.155000,0 days 01:21:33.306000,0 days 01:22:03.541000,283.0,300.0,294.0,308.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:20:27.487000,,1,5.0,,,False,True
0 days 01:23:38.687000,SAI,55,0 days 00:01:35.256000,13.0,1.0,,,0 days 00:00:35.376000,0 days 00:00:29.991000,0 days 00:00:29.889000,0 days 01:22:38.917000,0 days 01:23:08.908000,0 days 01:23:38.797000,284.0,317.0,302.0,325.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:22:03.431000,,1,4.0,,,False,True
0 days 01:25:13.688000,SAI,55,0 days 00:01:35.001000,14.0,1.0,,,0 days 00:00:34.772000,0 days 00:00:30.131000,0 days 00:00:30.098000,0 days 01:24:13.569000,0 days 01:24:43.700000,0 days 01:25:13.798000,282.0,296.0,291.0,303.0,True,MEDIUM,14.0,True,Ferrari,0 days 01:23:38.687000,,1,4.0,,,False,True
0 days 01:26:51.211000,SAI,55,0 days 00:01:37.523000,15.0,1.0,,0 days 01:26:50.215000,0 days 00:00:34.916000,0 days 00:00:30.053000,0 days 00:00:32.554000,0 days 01:25:48.714000,0 days 01:26:18.767000,0 days 01:26:51.321000,281.0,296.0,,302.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:25:13.688000,,1,4.0,,,False,False
0 days 01:28:44.610000,SAI,55,0 days 00:01:53.399000,16.0,2.0,0 days 01:27:10.965000,,0 days 00:00:53.073000,0 days 00:00:30.196000,0 days 00:00:30.130000,0 days 01:27:44.394000,0 days 01:28:14.590000,0 days 01:28:44.720000,279.0,296.0,294.0,303.0,False,HARD,1.0,True,Ferrari,0 days 01:26:51.211000,,1,9.0,,,False,False
0 days 01:30:26.721000,SAI,55,0 days 00:01:42.111000,17.0,2.0,,,0 days 00:00:35.116000,0 days 00:00:29.946000,0 days 00:00:37.049000,0 days 01:29:19.836000,0 days 01:29:49.782000,0 days 01:30:26.831000,282.0,296.0,172.0,304.0,False,HARD,2.0,True,Ferrari,0 days 01:28:44.610000,,124,7.0,,,False,False
0 days 01:32:39.617000,SAI,55,0 days 00:02:12.896000,18.0,2.0,,,0 days 00:00:44.914000,0 days 00:00:43.977000,0 days 00:00:44.005000,0 days 01:31:11.745000,0 days 01:31:55.722000,0 days 01:32:39.727000,237.0,156.0,247.0,161.0,False,HARD,3.0,True,Ferrari,0 days 01:30:26.721000,,4,6.0,,,False,False
0 days 01:35:04.940000,SAI,55,0 days 00:02:25.323000,19.0,2.0,,,0 days 00:00:42.020000,0 days 00:00:46.951000,0 days 00:00:56.352000,0 days 01:33:21.747000,0 days 01:34:08.698000,0 days 01:35:05.050000,252.0,145.0,142.0,108.0,False,HARD,4.0,True,Ferrari,0 days 01:32:39.617000,,4,5.0,,,False,False
0 days 01:37:40.475000,SAI,55,,20.0,2.0,,,0 days 00:00:56.071000,0 days 00:00:49.731000,0 days 00:00:49.695000,0 days 01:36:01.174000,0 days 01:36:50.892000,0 days 01:37:40.657000,156.0,147.0,266.0,188.0,False,HARD,5.0,True,Ferrari,0 days 01:35:04.940000,,41,5.0,,,False,False
0 days 01:39:17.845000,SAI,55,0 days 00:01:37.370000,21.0,2.0,,,0 days 00:00:37.081000,0 days 00:00:30.138000,0 days 00:00:30.151000,0 days 01:38:17.666000,0 days 01:38:47.804000,0 days 01:39:17.955000,284.0,297.0,293.0,307.0,False,HARD,6.0,True,Ferrari,0 days 01:37:40.475000,,1,5.0,,,False,True
0 days 01:40:54.158000,SAI,55,0 days 00:01:36.313000,22.0,2.0,,,0 days 00:00:36.526000,0 days 00:00:29.894000,0 days 00:00:29.893000,0 days 01:39:54.481000,0 days 01:40:24.375000,0 days 01:40:54.268000,286.0,301.0,295.0,310.0,False,HARD,7.0,True,Ferrari,0 days 01:39:17.845000,,1,6.0,,,False,True
0 days 01:42:29.199000,SAI,55,0 days 00:01:35.041000,23.0,2.0,,,0 days 00:00:35.113000,0 days 00:00:29.930000,0 days 00:00:29.998000,0 days 01:41:29.381000,0 days 01:41:59.311000,0 days 01:42:29.309000,283.0,300.0,293.0,307.0,False,HARD,8.0,True,Ferrari,0 days 01:40:54.158000,,1,6.0,,,False,True
0 days 01:44:03.855000,SAI,55,0 days 00:01:34.656000,24.0,2.0,,,0 days 00:00:35.005000,0 days 00:00:29.826000,0 days 00:00:29.825000,0 days 01:43:04.314000,0 days 01:43:34.140000,0 days 01:44:03.965000,284.0,301.0,296.0,307.0,True,HARD,9.0,True,Ferrari,0 days 01:42:29.199000,,1,6.0,,,False,True
0 days 01:45:38.669000,SAI,55,0 days 00:01:34.814000,25.0,2.0,,,0 days 00:00:34.965000,0 days 00:00:29.917000,0 days 00:00:29.932000,0 days 01:44:38.930000,0 days 01:45:08.847000,0 days 01:45:38.779000,283.0,297.0,294.0,305.0,False,HARD,10.0,True,Ferrari,0 days 01:44:03.855000,,1,6.0,,,False,True
0 days 01:47:13.084000,SAI,55,0 days 00:01:34.415000,26.0,2.0,,,0 days 00:00:34.872000,0 days 00:00:29.823000,0 days 00:00:29.720000,0 days 01:46:13.651000,0 days 01:46:43.474000,0 days 01:47:13.194000,284.0,299.0,295.0,305.0,True,HARD,11.0,True,Ferrari,0 days 01:45:38.669000,,1,6.0,,,False,True
0 days 01:48:47.623000,SAI,55,0 days 00:01:34.539000,27.0,2.0,,,0 days 00:00:34.795000,0 days 00:00:29.855000,0 days 00:00:29.889000,0 days 01:47:47.989000,0 days 01:48:17.844000,0 days 01:48:47.733000,284.0,298.0,293.0,303.0,False,HARD,12.0,True,Ferrari,0 days 01:47:13.084000,,1,6.0,,,False,True
0 days 01:50:22.385000,SAI,55,0 days 00:01:34.762000,28.0,2.0,,,0 days 00:00:34.873000,0 days 00:00:29.997000,0 days 00:00:29.892000,0 days 01:49:22.606000,0 days 01:49:52.603000,0 days 01:50:22.495000,283.0,296.0,293.0,302.0,False,HARD,13.0,True,Ferrari,0 days 01:48:47.623000,,1,6.0,,,False,True
0 days 01:51:56.716000,SAI,55,0 days 00:01:34.331000,29.0,2.0,,,0 days 00:00:34.597000,0 days 00:00:29.842000,0 days 00:00:29.892000,0 days 01:50:57.092000,0 days 01:51:26.934000,0 days 01:51:56.826000,285.0,297.0,292.0,303.0,True,HARD,14.0,True,Ferrari,0 days 01:50:22.385000,,1,6.0,,,False,True
0 days 01:53:31.214000,SAI,55,0 days 00:01:34.498000,30.0,2.0,,,0 days 00:00:34.735000,0 days 00:00:29.891000,0 days 00:00:29.872000,0 days 01:52:31.561000,0 days 01:53:01.452000,0 days 01:53:31.324000,285.0,297.0,295.0,304.0,False,HARD,15.0,True,Ferrari,0 days 01:51:56.716000,,1,6.0,,,False,True
0 days 01:55:05.318000,SAI,55,0 days 00:01:34.104000,31.0,2.0,,,0 days 00:00:34.493000,0 days 00:00:29.748000,0 days 00:00:29.863000,0 days 01:54:05.817000,0 days 01:54:35.565000,0 days 01:55:05.428000,285.0,297.0,294.0,303.0,True,HARD,16.0,True,Ferrari,0 days 01:53:31.214000,,1,6.0,,,False,True
0 days 01:56:39.185000,SAI,55,0 days 00:01:33.867000,32.0,2.0,,,0 days 00:00:34.447000,0 days 00:00:29.646000,0 days 00:00:29.774000,0 days 01:55:39.875000,0 days 01:56:09.521000,0 days 01:56:39.295000,286.0,297.0,294.0,305.0,True,HARD,17.0,True,Ferrari,0 days 01:55:05.318000,,1,6.0,,,False,True
0 days 01:58:13.174000,SAI,55,0 days 00:01:33.989000,33.0,2.0,,,0 days 00:00:34.573000,0 days 00:00:29.650000,0 days 00:00:29.766000,0 days 01:57:13.868000,0 days 01:57:43.518000,0 days 01:58:13.284000,285.0,295.0,294.0,303.0,False,HARD,18.0,True,Ferrari,0 days 01:56:39.185000,,1,6.0,,,False,True
0 days 01:59:47.035000,SAI,55,0 days 00:01:33.861000,34.0,2.0,,,0 days 00:00:34.467000,0 days 00:00:29.626000,0 days 00:00:29.768000,0 days 01:58:47.751000,0 days 01:59:17.377000,0 days 01:59:47.145000,285.0,296.0,295.0,303.0,True,HARD,19.0,True,Ferrari,0 days 01:58:13.174000,,1,6.0,,,False,True
0 days 02:01:20.897000,SAI,55,0 days 00:01:33.862000,35.0,2.0,,,0 days 00:00:34.441000,0 days 00:00:29.663000,0 days 00:00:29.758000,0 days 02:00:21.586000,0 days 02:00:51.249000,0 days 02:01:21.007000,285.0,296.0,294.0,303.0,False,HARD,20.0,True,Ferrari,0 days 01:59:47.035000,,1,6.0,,,False,True
0 days 02:02:54.436000,SAI,55,0 days 00:01:33.539000,36.0,2.0,,,0 days 00:00:34.290000,0 days 00:00:29.568000,0 days 00:00:29.681000,0 days 02:01:55.297000,0 days 02:02:24.865000,0 days 02:02:54.546000,287.0,298.0,293.0,305.0,True,HARD,21.0,True,Ferrari,0 days 02:01:20.897000,,1,6.0,,,False,True
0 days 02:04:28.239000,SAI,55,0 days 00:01:33.803000,37.0,2.0,,,0 days 00:00:34.365000,0 days 00:00:29.664000,0 days 00:00:29.774000,0 days 02:03:28.911000,0 days 02:03:58.575000,0 days 02:04:28.349000,286.0,295.0,295.0,304.0,False,HARD,22.0,True,Ferrari,0 days 02:02:54.436000,,1,6.0,,,False,True
0 days 02:06:02.152000,SAI,55,0 days 00:01:33.913000,38.0,2.0,,,0 days 00:00:34.618000,0 days 00:00:29.541000,0 days 00:00:29.754000,0 days 02:05:02.967000,0 days 02:05:32.508000,0 days 02:06:02.262000,284.0,296.0,293.0,303.0,False,HARD,23.0,True,Ferrari,0 days 02:04:28.239000,,1,6.0,,,False,True
0 days 02:07:35.617000,SAI,55,0 days 00:01:33.465000,39.0,2.0,,,0 days 00:00:34.249000,0 days 00:00:29.564000,0 days 00:00:29.652000,0 days 02:06:36.511000,0 days 02:07:06.075000,0 days 02:07:35.727000,285.0,298.0,292.0,305.0,True,HARD,24.0,True,Ferrari,0 days 02:06:02.152000,,1,6.0,,,False,True
0 days 02:09:09.020000,SAI,55,0 days 00:01:33.403000,40.0,2.0,,,0 days 00:00:34.251000,0 days 00:00:29.511000,0 days 00:00:29.641000,0 days 02:08:09.978000,0 days 02:08:39.489000,0 days 02:09:09.130000,286.0,297.0,292.0,306.0,True,HARD,25.0,True,Ferrari,0 days 02:07:35.617000,,1,6.0,,,False,True
0 days 02:10:42.431000,SAI,55,0 days 00:01:33.411000,41.0,2.0,,,0 days 00:00:34.220000,0 days 00:00:29.557000,0 days 00:00:29.634000,0 days 02:09:43.350000,0 days 02:10:12.907000,0 days 02:10:42.541000,286.0,298.0,294.0,304.0,False,HARD,26.0,True,Ferrari,0 days 02:09:09.020000,,1,6.0,,,False,True
0 days 02:12:15.863000,SAI,55,0 days 00:01:33.432000,42.0,2.0,,,0 days 00:00:34.319000,0 days 00:00:29.445000,0 days 00:00:29.668000,0 days 02:11:16.860000,0 days 02:11:46.305000,0 days 02:12:15.973000,286.0,298.0,292.0,305.0,False,HARD,27.0,True,Ferrari,0 days 02:10:42.431000,,1,6.0,,,False,True
0 days 02:13:49.151000,SAI,55,0 days 00:01:33.288000,43.0,2.0,,,0 days 00:00:34.156000,0 days 00:00:29.532000,0 days 00:00:29.600000,0 days 02:12:50.129000,0 days 02:13:19.661000,0 days 02:13:49.261000,287.0,297.0,294.0,304.0,True,HARD,28.0,True,Ferrari,0 days 02:12:15.863000,,1,6.0,,,False,True
0 days 02:15:22.509000,SAI,55,0 days 00:01:33.358000,44.0,2.0,,,0 days 00:00:34.201000,0 days 00:00:29.459000,0 days 00:00:29.698000,0 days 02:14:23.462000,0 days 02:14:52.921000,0 days 02:15:22.619000,286.0,296.0,295.0,302.0,False,HARD,29.0,True,Ferrari,0 days 02:13:49.151000,,1,6.0,,,False,True
0 days 02:16:56.021000,SAI,55,0 days 00:01:33.512000,45.0,2.0,,,0 days 00:00:34.267000,0 days 00:00:29.613000,0 days 00:00:29.632000,0 days 02:15:56.886000,0 days 02:16:26.499000,0 days 02:16:56.131000,286.0,294.0,294.0,302.0,False,HARD,30.0,True,Ferrari,0 days 02:15:22.509000,,1,6.0,,,False,True
0 days 02:18:29.170000,SAI,55,0 days 00:01:33.149000,46.0,2.0,,,0 days 00:00:34.067000,0 days 00:00:29.480000,0 days 00:00:29.602000,0 days 02:17:30.198000,0 days 02:17:59.678000,0 days 02:18:29.280000,287.0,297.0,294.0,303.0,True,HARD,31.0,True,Ferrari,0 days 02:16:56.021000,,1,6.0,,,False,True
0 days 02:20:02.298000,SAI,55,0 days 00:01:33.128000,47.0,2.0,,,0 days 00:00:34.152000,0 days 00:00:29.386000,0 days 00:00:29.590000,0 days 02:19:03.432000,0 days 02:19:32.818000,0 days 02:20:02.408000,286.0,296.0,295.0,305.0,True,HARD,32.0,True,Ferrari,0 days 02:18:29.170000,,1,6.0,,,False,True
0 days 02:21:35.218000,SAI,55,0 days 00:01:32.920000,48.0,2.0,,,0 days 00:00:34.005000,0 days 00:00:29.301000,0 days 00:00:29.614000,0 days 02:20:36.413000,0 days 02:21:05.714000,0 days 02:21:35.328000,284.0,297.0,293.0,303.0,True,HARD,33.0,True,Ferrari,0 days 02:20:02.298000,,1,6.0,,,False,True
0 days 02:23:08.782000,SAI,55,0 days 00:01:33.564000,49.0,2.0,,,0 days 00:00:34.465000,0 days 00:00:29.499000,0 days 00:00:29.600000,0 days 02:22:09.793000,0 days 02:22:39.292000,0 days 02:23:08.892000,287.0,299.0,294.0,307.0,False,HARD,34.0,True,Ferrari,0 days 02:21:35.218000,,1,6.0,,,False,True
0 days 02:24:41.604000,SAI,55,0 days 00:01:32.822000,50.0,2.0,,,0 days 00:00:33.929000,0 days 00:00:29.367000,0 days 00:00:29.526000,0 days 02:23:42.821000,0 days 02:24:12.188000,0 days 02:24:41.714000,289.0,302.0,296.0,310.0,True,HARD,35.0,True,Ferrari,0 days 02:23:08.782000,,1,6.0,,,False,True
0 days 01:04:29.448000,RUS,63,0 days 00:01:38.652000,1.0,1.0,,,,0 days 00:00:30.241000,0 days 00:00:30.322000,,0 days 01:03:59.428000,0 days 01:04:29.646000,282.0,296.0,289.0,310.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:02:50.632000,,1,3.0,,,False,False
0 days 01:06:05.562000,RUS,63,0 days 00:01:36.114000,2.0,1.0,,,0 days 00:00:35.845000,0 days 00:00:29.989000,0 days 00:00:30.280000,0 days 01:05:05.429000,0 days 01:05:35.418000,0 days 01:06:05.698000,283.0,299.0,289.0,303.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:04:29.448000,,1,3.0,,,False,True
